0.000000 0.088028
0.000000 0.088151
0.001988 0.090419
0.005349 0.095619
0.007623 0.106492
0.008614 0.129411
0.012991 0.157455
0.027851 0.176504
0.039962 0.199905
0.049929 0.218795
0.055975 0.251628
0.061238 0.283072
0.064607 0.340215
0.067340 0.442131
0.069729 0.617188
0.073439 0.782632
0.075952 0.778340
